,D0_n,D0_l,D0_p,iPSCs_n,iPSCs_l,iPSCs_p
8248,Tfpi2,,1.7029822080107104e-07,Tfpi2,,1.7029822080107104e-07
8249,Cacng1,,1.762134032522264e-07,Cacng1,,1.762134032522264e-07
8250,Nol9,,1.692363496310892e-07,Nol9,,1.692363496310892e-07
8251,Gpld1,,1.7604707567291132e-07,Gpld1,,1.7604707567291132e-07
8252,Nomo1,,1.706042009863107e-07,Nomo1,,1.706042009863107e-07
8253,Hist3h2a,,1.708073556853307e-07,Hist3h2a,,1.708073556853307e-07
8254,Zfp316,,1.7407558249827798e-07,Zfp316,,1.7407558249827798e-07
8255,Setdb1,,1.7368572733595248e-07,Setdb1,,1.7368572733595248e-07
8256,Gm11747,,1.8395114432159874e-07,Gm11747,,1.8395114432159874e-07
8257,Palb2,,1.775959412563803e-07,Palb2,,1.775959412563803e-07
8258,Col4a3bp,,1.778225949657039e-07,Col4a3bp,,1.778225949657039e-07
8259,Gmip,,1.797452177109825e-07,Gmip,,1.797452177109825e-07
8260,1700012C14Rik,,1.9000725614818168e-07,1700012C14Rik,,1.9000725614818168e-07
8261,Zfp646,,1.8401298180931786e-07,Zfp646,,1.8401298180931786e-07
8262,Pdcd4,,1.8408784393003494e-07,Pdcd4,,1.8408784393003494e-07
8263,Ltk,,1.9239059629277618e-07,Ltk,,1.9239059629277618e-07
8264,Lypd6,,1.8898687923581342e-07,Lypd6,,1.8898687923581342e-07
8265,Nle1,,1.8565875847109763e-07,Nle1,,1.8565875847109763e-07
8266,Papolb,,1.931547048323015e-07,Papolb,,1.931547048323015e-07
8267,Tbl1x,,1.86681281112072e-07,Tbl1x,,1.86681281112072e-07
8268,Gm13830,,1.9282487132825003e-07,Gm13830,,1.9282487132825003e-07
8269,Ppp2r3a,,1.920534822869871e-07,Ppp2r3a,,1.920534822869871e-07
8270,Spsb2,,1.9327956054178743e-07,Spsb2,,1.9327956054178743e-07
8271,Sf1,,1.9430525527514522e-07,Sf1,,1.9430525527514522e-07
8272,Chac1,,1.9641798134448294e-07,Chac1,,1.9641798134448294e-07
8273,Clic3,,2.0599791232429984e-07,Clic3,,2.0599791232429984e-07
8274,Cetn4,,1.9981092280741372e-07,Cetn4,,1.9981092280741372e-07
8275,Psmg3,,1.9914153485644523e-07,Psmg3,,1.9914153485644523e-07
8276,Fam117b,,2.0023349244796134e-07,Fam117b,,2.0023349244796134e-07
8277,Zfp518a,,2.025074274273254e-07,Zfp518a,,2.025074274273254e-07
8278,Atxn7l3,,2.025074274273254e-07,Atxn7l3,,2.025074274273254e-07
8279,Pmaip1,,2.025074274273254e-07,Pmaip1,,2.025074274273254e-07
8280,Gpr137b,,2.0594202021181427e-07,Gpr137b,,2.0594202021181427e-07
8281,Map2k5,,2.0619004790990662e-07,Map2k5,,2.0619004790990662e-07
8282,Cebpa,,2.08612813620247e-07,Cebpa,,2.08612813620247e-07
8283,Tmem170,,2.1125947418575972e-07,Tmem170,,2.1125947418575972e-07
8284,Zfp54,,2.1166368058546993e-07,Zfp54,,2.1166368058546993e-07
8285,Isl1,,2.1910962243496162e-07,Isl1,,2.1910962243496162e-07
8286,Golgb1,,2.1436341245082064e-07,Golgb1,,2.1436341245082064e-07
8287,Surf6,,2.166692485356958e-07,Surf6,,2.166692485356958e-07
8288,Ppargc1b,,2.202493017040791e-07,Ppargc1b,,2.202493017040791e-07
8289,Kcnc3,,2.2393703155076492e-07,Kcnc3,,2.2393703155076492e-07
8290,Acot11,,2.1939450942745457e-07,Acot11,,2.1939450942745457e-07
8291,Mrpl37,,2.207610641420076e-07,Mrpl37,,2.207610641420076e-07
8292,Nudt22,,2.2223664070203816e-07,Nudt22,,2.2223664070203816e-07
8293,Spink2,,2.261092375496164e-07,Spink2,,2.261092375496164e-07
8294,Megf9,,2.251945196151628e-07,Megf9,,2.251945196151628e-07
8295,Gemin8,,2.2700452684216575e-07,Gemin8,,2.2700452684216575e-07
8296,Acp1,,2.2672621398780354e-07,Acp1,,2.2672621398780354e-07
8297,D730003I15Rik,,2.2992917099817274e-07,D730003I15Rik,,2.2992917099817274e-07
8298,Gm10451,,2.3689549493424092e-07,Gm10451,,2.3689549493424092e-07
8299,Mapkbp1,,2.3241036571313845e-07,Mapkbp1,,2.3241036571313845e-07
8300,Fbxl20,,2.335001688788801e-07,Fbxl20,,2.335001688788801e-07
8301,A630033H20Rik,,2.3785590567353205e-07,A630033H20Rik,,2.3785590567353205e-07
8302,Nkiras1,,2.404152085579364e-07,Nkiras1,,2.404152085579364e-07
8303,Tubgcp6,,2.415512074786156e-07,Tubgcp6,,2.415512074786156e-07
8304,Narf,,2.445396371497093e-07,Narf,,2.445396371497093e-07
8305,Dnajb5,,2.4277012426867946e-07,Dnajb5,,2.4277012426867946e-07
8306,Kdm2a,,2.4397841481739506e-07,Kdm2a,,2.4397841481739506e-07
8307,Mpc2,,2.4561107011530215e-07,Mpc2,,2.4561107011530215e-07
8308,Fbxo45,,2.45763546051772e-07,Fbxo45,,2.45763546051772e-07
8309,Ednra,,2.489975388264039e-07,Ednra,,2.489975388264039e-07
8310,Asb11,,2.5837701285525285e-07,Asb11,,2.5837701285525285e-07
8311,Lnp,,2.4885691974847824e-07,Lnp,,2.4885691974847824e-07
8312,Clec4a3,,2.6102207563247686e-07,Clec4a3,,2.6102207563247686e-07
8313,Plcb4,,2.5153928612595924e-07,Plcb4,,2.5153928612595924e-07
8314,Tor4a,,2.518816962913109e-07,Tor4a,,2.518816962913109e-07
8315,Efcab14,,2.52363760395641e-07,Efcab14,,2.52363760395641e-07
8316,Klf1,,2.602018168373309e-07,Klf1,,2.602018168373309e-07
8317,Crebzf,,2.530487552144123e-07,Crebzf,,2.530487552144123e-07
8318,Capn10,,2.537117853462742e-07,Capn10,,2.537117853462742e-07
8319,Efna2,,2.536598431838132e-07,Efna2,,2.536598431838132e-07
8320,Snrpc,,2.5732192728483683e-07,Snrpc,,2.5732192728483683e-07
8321,Isoc2b,,2.6037852885272396e-07,Isoc2b,,2.6037852885272396e-07
8322,Fmnl1,,2.70943903576958e-07,Fmnl1,,2.70943903576958e-07
8323,Zc3h12a,,2.6421532187244853e-07,Zc3h12a,,2.6421532187244853e-07
8324,Ddx56,,2.68553494717048e-07,Ddx56,,2.68553494717048e-07
8325,Lrch2,,2.685827873666879e-07,Lrch2,,2.685827873666879e-07
8326,Zfp672,,2.697582584170661e-07,Zfp672,,2.697582584170661e-07
8327,E430018J23Rik,,2.7309771143920616e-07,E430018J23Rik,,2.7309771143920616e-07
8328,Dab1,,2.8800095065794527e-07,Dab1,,2.8800095065794527e-07
8329,Med13,,2.775644457584325e-07,Med13,,2.775644457584325e-07
8330,Pigh,,2.793515445478496e-07,Pigh,,2.793515445478496e-07
8331,Tmem143,,2.8254874208181945e-07,Tmem143,,2.8254874208181945e-07
8332,Mink1,,2.8598764386191305e-07,Mink1,,2.8598764386191305e-07
8333,Zfp850,,2.887372790742455e-07,Zfp850,,2.887372790742455e-07
8334,Sccpdh,,2.882709943594914e-07,Sccpdh,,2.882709943594914e-07
8335,Trnau1ap,,2.883305562019473e-07,Trnau1ap,,2.883305562019473e-07
8336,Lin28b,,3.0339799538162763e-07,Lin28b,,3.0339799538162763e-07
8337,Mturn,,3.050032812404079e-07,Mturn,,3.050032812404079e-07
8338,Spire2,,3.0795413314154996e-07,Spire2,,3.0795413314154996e-07
8339,Gm13248,,3.146174656863833e-07,Gm13248,,3.146174656863833e-07
8340,Tonsl,,3.0613057510253077e-07,Tonsl,,3.0613057510253077e-07
8341,Gm8817,,3.162149402339099e-07,Gm8817,,3.162149402339099e-07
8342,Rrp36,,3.0697556263165603e-07,Rrp36,,3.0697556263165603e-07
8343,Pik3r5,,3.137417740349719e-07,Pik3r5,,3.137417740349719e-07
8344,Hist3h2ba,,3.2019595950570374e-07,Hist3h2ba,,3.2019595950570374e-07
8345,Ago1,,3.1489980985223234e-07,Ago1,,3.1489980985223234e-07
8346,Akap8,,3.144842335094996e-07,Akap8,,3.144842335094996e-07
8347,Rnpepl1,,3.142723307984028e-07,Rnpepl1,,3.142723307984028e-07
8348,Herc4,,3.155218561214882e-07,Herc4,,3.155218561214882e-07
8349,Abhd17b,,3.163930195462531e-07,Abhd17b,,3.163930195462531e-07
8350,Sec11c,,3.18601259016376e-07,Sec11c,,3.18601259016376e-07
8351,Smim20,,3.20664225168212e-07,Smim20,,3.20664225168212e-07
8352,4930426L09Rik,,3.2886738137370176e-07,4930426L09Rik,,3.2886738137370176e-07
8353,Cox15,,3.244611214374427e-07,Cox15,,3.244611214374427e-07
8354,Crygd,,3.3760781581429203e-07,Crygd,,3.3760781581429203e-07
8355,Cox4i2,,3.271685163500021e-07,Cox4i2,,3.271685163500021e-07
8356,Psmd14,,3.271685163500021e-07,Psmd14,,3.271685163500021e-07
8357,4933416C03Rik,,3.4576889477391814e-07,4933416C03Rik,,3.4576889477391814e-07
8358,Zfp101,,3.325866536322888e-07,Zfp101,,3.325866536322888e-07
8359,Fcer1g,,3.4931344705547865e-07,Fcer1g,,3.4931344705547865e-07
8360,Oxld1,,3.432113126559447e-07,Oxld1,,3.432113126559447e-07
8361,Tgfbr3,,3.416297986549456e-07,Tgfbr3,,3.416297986549456e-07
8362,Cilp2,,3.5784573513293354e-07,Cilp2,,3.5784573513293354e-07
8363,Thg1l,,3.4470993812220717e-07,Thg1l,,3.4470993812220717e-07
8364,Taf1b,,3.471217765297856e-07,Taf1b,,3.471217765297856e-07
8365,Dbr1,,3.4713555369647944e-07,Dbr1,,3.4713555369647944e-07
8366,Dolk,,3.494347534214177e-07,Dolk,,3.494347534214177e-07
8367,Samd5,,3.5537396157926646e-07,Samd5,,3.5537396157926646e-07
8368,Inha,,3.6321968571436103e-07,Inha,,3.6321968571436103e-07
8369,Psmd2,,3.5784573513293354e-07,Psmd2,,3.5784573513293354e-07
8370,Eftud1,,3.593629784908939e-07,Eftud1,,3.593629784908939e-07
8371,Lrp5,,3.59464789268612e-07,Lrp5,,3.59464789268612e-07
8372,Gpr108,,3.5976903296648294e-07,Gpr108,,3.5976903296648294e-07
8373,Arpc1a,,3.603697694091676e-07,Arpc1a,,3.603697694091676e-07
8374,Palmd,,3.659848012826292e-07,Palmd,,3.659848012826292e-07
8375,Cbll1,,3.642692096882203e-07,Cbll1,,3.642692096882203e-07
8376,Hist2h3c2,,3.683887962371785e-07,Hist2h3c2,,3.683887962371785e-07
8377,Gnl2,,3.6419340265444205e-07,Gnl2,,3.6419340265444205e-07
8378,Gm44275,,3.7035887018480413e-07,Gm44275,,3.7035887018480413e-07
8379,Rspo3,,3.6569219927291875e-07,Rspo3,,3.6569219927291875e-07
8380,Tmem38a,,3.6651455044228144e-07,Tmem38a,,3.6651455044228144e-07
8381,Icam4,,3.771137989697177e-07,Icam4,,3.771137989697177e-07
8382,1110002J07Rik,,3.8260476604650293e-07,1110002J07Rik,,3.8260476604650293e-07
8383,Tsga10ip,,3.8183482004920916e-07,Tsga10ip,,3.8183482004920916e-07
8384,Chuk,,3.6909608592949216e-07,Chuk,,3.6909608592949216e-07
8385,Tmem51os1,,3.8717756339282927e-07,Tmem51os1,,3.8717756339282927e-07
8386,Tmem229b,,3.8586285767469253e-07,Tmem229b,,3.8586285767469253e-07
8387,Polr2m,,3.834636789330423e-07,Polr2m,,3.834636789330423e-07
8388,1500009C09Rik,,4.0136636758270594e-07,1500009C09Rik,,4.0136636758270594e-07
8389,Ruvbl1,,3.87058941132598e-07,Ruvbl1,,3.87058941132598e-07
8390,Fam134b,,3.895293271745664e-07,Fam134b,,3.895293271745664e-07
8391,Cwf19l2,,3.904652815221707e-07,Cwf19l2,,3.904652815221707e-07
8392,Atp1a1,,3.917020980016479e-07,Atp1a1,,3.917020980016479e-07
8393,Trf,,4.0168039414477856e-07,Trf,,4.0168039414477856e-07
8394,Cyp39a1,,3.9624338127918734e-07,Cyp39a1,,3.9624338127918734e-07
8395,Vangl2,,4.034133230781251e-07,Vangl2,,4.034133230781251e-07
8396,Gm14214,,4.209346617785697e-07,Gm14214,,4.209346617785697e-07
8397,Gm15894,,4.209346617785697e-07,Gm15894,,4.209346617785697e-07
8398,Grwd1,,4.0760960891152126e-07,Grwd1,,4.0760960891152126e-07
8399,Exoc6b,,4.2397579426720004e-07,Exoc6b,,4.2397579426720004e-07
8400,Popdc3,,4.3325675496711896e-07,Popdc3,,4.3325675496711896e-07
8401,Fam124a,,4.250758020001006e-07,Fam124a,,4.250758020001006e-07
8402,Chd6,,4.308112473536903e-07,Chd6,,4.308112473536903e-07
8403,Coa5,,4.3742982041957147e-07,Coa5,,4.3742982041957147e-07
8404,Itga1,,4.4093621045732907e-07,Itga1,,4.4093621045732907e-07
8405,Gip,,4.574317848371763e-07,Gip,,4.574317848371763e-07
8406,Senp2,,4.4625138880239174e-07,Senp2,,4.4625138880239174e-07
8407,Pigo,,4.5138179686799395e-07,Pigo,,4.5138179686799395e-07
8408,Pirt,,4.6780183309058374e-07,Pirt,,4.6780183309058374e-07
8409,Sirt5,,4.5807701552335874e-07,Sirt5,,4.5807701552335874e-07
8410,Bbs12,,4.7295147087831953e-07,Bbs12,,4.7295147087831953e-07
8411,Igfbp5,,4.7618091922664544e-07,Igfbp5,,4.7618091922664544e-07
8412,Plekhg5,,4.781855506448129e-07,Plekhg5,,4.781855506448129e-07
8413,Nlrp5,,4.942894965500114e-07,Nlrp5,,4.942894965500114e-07
8414,Gga1,,4.767682128847772e-07,Gga1,,4.767682128847772e-07
8415,Setd3,,4.792618589904556e-07,Setd3,,4.792618589904556e-07
8416,Keap1,,4.808103960143975e-07,Keap1,,4.808103960143975e-07
8417,Rbp4,,4.821226463227762e-07,Rbp4,,4.821226463227762e-07
8418,Xpr1,,4.882305169097562e-07,Xpr1,,4.882305169097562e-07
8419,Snrnp70,,4.893964675551657e-07,Snrnp70,,4.893964675551657e-07
8420,3222401L13Rik,,4.954914186326686e-07,3222401L13Rik,,4.954914186326686e-07
8421,Mkrn3,,4.978049945755436e-07,Mkrn3,,4.978049945755436e-07
8422,Fbxl13,,4.943811232484829e-07,Fbxl13,,4.943811232484829e-07
8423,Serpinc1,,5.088726026162504e-07,Serpinc1,,5.088726026162504e-07
8424,Tom1,,5.11088556192887e-07,Tom1,,5.11088556192887e-07
8425,Fam83d,,5.040466757813428e-07,Fam83d,,5.040466757813428e-07
8426,Thoc5,,5.055942545966258e-07,Thoc5,,5.055942545966258e-07
8427,Wnt10b,,5.126858813870473e-07,Wnt10b,,5.126858813870473e-07
8428,Anks3,,5.071202732612337e-07,Anks3,,5.071202732612337e-07
8429,Nphp3,,5.088726026162504e-07,Nphp3,,5.088726026162504e-07
8430,Esm1,,5.177184793046789e-07,Esm1,,5.177184793046789e-07
8431,9030617O03Rik,,5.161206583236208e-07,9030617O03Rik,,5.161206583236208e-07
8432,Gpr1,,5.267547571076103e-07,Gpr1,,5.267547571076103e-07
8433,Edaradd,,5.363183840595861e-07,Edaradd,,5.363183840595861e-07
8434,Bicd1,,5.283320770131451e-07,Bicd1,,5.283320770131451e-07
8435,Panx1,,5.254398682362566e-07,Panx1,,5.254398682362566e-07
8436,Slc43a3,,5.280261815854346e-07,Slc43a3,,5.280261815854346e-07
8437,Ddrgk1,,5.284072275078645e-07,Ddrgk1,,5.284072275078645e-07
8438,Usp8,,5.307774840647511e-07,Usp8,,5.307774840647511e-07
8439,Gdpd3,,5.417484884787395e-07,Gdpd3,,5.417484884787395e-07
8440,Ucn2,,5.400655231046366e-07,Ucn2,,5.400655231046366e-07
8441,Gm11549,,5.442619630885201e-07,Gm11549,,5.442619630885201e-07
8442,Ncoa5,,5.360358258125524e-07,Ncoa5,,5.360358258125524e-07
8443,Pex5,,5.367469804630078e-07,Pex5,,5.367469804630078e-07
8444,Id4,,5.391434845726906e-07,Id4,,5.391434845726906e-07
8445,Dpm3,,5.38794464583603e-07,Dpm3,,5.38794464583603e-07
8446,Gm4349,,5.515705541319672e-07,Gm4349,,5.515705541319672e-07
8447,Myom1,,5.532028077010818e-07,Myom1,,5.532028077010818e-07
8448,Rcc1,,5.49268149174979e-07,Rcc1,,5.49268149174979e-07
8449,Bnip1,,5.54389402902808e-07,Bnip1,,5.54389402902808e-07
8450,Prpf8,,5.545041741108807e-07,Prpf8,,5.545041741108807e-07
8451,Insr,,5.618328736379606e-07,Insr,,5.618328736379606e-07
8452,Mamstr,,5.799410473008155e-07,Mamstr,,5.799410473008155e-07
8453,Gng13,,5.670919085512539e-07,Gng13,,5.670919085512539e-07
8454,Pou2f2,,5.835636427673823e-07,Pou2f2,,5.835636427673823e-07
8455,Fip1l1,,5.656143183759979e-07,Fip1l1,,5.656143183759979e-07
8456,Glt8d2,,5.7339334039714e-07,Glt8d2,,5.7339334039714e-07
8457,Susd1,,5.797453897346277e-07,Susd1,,5.797453897346277e-07
8458,Ccz1,,5.845819297291282e-07,Ccz1,,5.845819297291282e-07
8459,Tmem63c,,6.087538623636224e-07,Tmem63c,,6.087538623636224e-07
8460,4930524B15Rik,,6.067559227171678e-07,4930524B15Rik,,6.067559227171678e-07
8461,Cybb,,6.146302754408336e-07,Cybb,,6.146302754408336e-07
8462,Ulk3,,6.01108394365397e-07,Ulk3,,6.01108394365397e-07
8463,Tktl1,,6.184096422340901e-07,Tktl1,,6.184096422340901e-07
8464,Gp5,,6.169520380948581e-07,Gp5,,6.169520380948581e-07
8465,Srsf12,,6.146302754408336e-07,Srsf12,,6.146302754408336e-07
8466,Sepp1,,6.085955016187547e-07,Sepp1,,6.085955016187547e-07
8467,Lsm10,,6.000946469699383e-07,Lsm10,,6.000946469699383e-07
8468,Jmjd1c,,6.03095473925505e-07,Jmjd1c,,6.03095473925505e-07
8469,Platr6,,6.23647004990294e-07,Platr6,,6.23647004990294e-07
8470,Hecw1,,6.166997943158755e-07,Hecw1,,6.166997943158755e-07
8471,Pigx,,6.080073390637408e-07,Pigx,,6.080073390637408e-07
8472,Cramp1l,,6.116610863843713e-07,Cramp1l,,6.116610863843713e-07
8473,Slc12a8,,6.329793493088484e-07,Slc12a8,,6.329793493088484e-07
8474,Bclaf1,,6.190861596647176e-07,Bclaf1,,6.190861596647176e-07
8475,Ghdc,,6.206265764759461e-07,Ghdc,,6.206265764759461e-07
8476,Acsl6,,6.36736761103306e-07,Acsl6,,6.36736761103306e-07
8477,Nsfl1c,,6.283262725173095e-07,Nsfl1c,,6.283262725173095e-07
8478,Pfkfb3,,6.329994217645408e-07,Pfkfb3,,6.329994217645408e-07
8479,4932422M17Rik,,6.329793493088484e-07,4932422M17Rik,,6.329793493088484e-07
8480,Myo1g,,6.532442933499448e-07,Myo1g,,6.532442933499448e-07
8481,Usp29,,6.598083454536727e-07,Usp29,,6.598083454536727e-07
8482,Slc6a15,,6.522920414254511e-07,Slc6a15,,6.522920414254511e-07
8483,Mpnd,,6.45520242616006e-07,Mpnd,,6.45520242616006e-07
8484,Nif3l1,,6.526053285477332e-07,Nif3l1,,6.526053285477332e-07
8485,Cbx4,,6.576005849886913e-07,Cbx4,,6.576005849886913e-07
8486,Zkscan17,,6.62983588921996e-07,Zkscan17,,6.62983588921996e-07
8487,Ampd2,,6.712427272443473e-07,Ampd2,,6.712427272443473e-07
8488,Dnah2,,7.031314223142729e-07,Dnah2,,7.031314223142729e-07
8489,Zbtb8a,,7.062651242149875e-07,Zbtb8a,,7.062651242149875e-07
8490,Raf1,,7.119244722135741e-07,Raf1,,7.119244722135741e-07
8491,Map4k2,,7.178386963101353e-07,Map4k2,,7.178386963101353e-07
8492,Zbed5,,7.22501916579129e-07,Zbed5,,7.22501916579129e-07
8493,Tmed6,,7.420421828364367e-07,Tmed6,,7.420421828364367e-07
8494,Ganab,,7.235859349024434e-07,Ganab,,7.235859349024434e-07
8495,Atf3,,7.408456898447897e-07,Atf3,,7.408456898447897e-07
8496,9430060I03Rik,,7.503140635932302e-07,9430060I03Rik,,7.503140635932302e-07
8497,Poll,,7.458850027662283e-07,Poll,,7.458850027662283e-07
8498,Stra6,,7.756398532679214e-07,Stra6,,7.756398532679214e-07
8499,Pnma2,,7.756398532679214e-07,Pnma2,,7.756398532679214e-07
8500,Pls1,,7.721115962176305e-07,Pls1,,7.721115962176305e-07
8501,Neil3,,7.566288493804587e-07,Neil3,,7.566288493804587e-07
8502,Nxpe4,,7.611252327349421e-07,Nxpe4,,7.611252327349421e-07
8503,Trmu,,7.592221096291748e-07,Trmu,,7.592221096291748e-07
8504,Nbeal1,,7.67165292967845e-07,Nbeal1,,7.67165292967845e-07
8505,Nphp1,,7.683958376613597e-07,Nphp1,,7.683958376613597e-07
8506,Usp40,,7.739144686025747e-07,Usp40,,7.739144686025747e-07
8507,Slc27a4,,7.756398532679214e-07,Slc27a4,,7.756398532679214e-07
8508,Rdx,,7.793709758746861e-07,Rdx,,7.793709758746861e-07
8509,Dzip3,,7.799014382815418e-07,Dzip3,,7.799014382815418e-07
8510,Itgb2,,8.143151493104634e-07,Itgb2,,8.143151493104634e-07
8511,Ctla2a,,7.912491124684614e-07,Ctla2a,,7.912491124684614e-07
8512,Recql5,,7.954147215610421e-07,Recql5,,7.954147215610421e-07
8513,Rtn4r,,8.035650496987561e-07,Rtn4r,,8.035650496987561e-07
8514,Atxn2,,7.934343765025042e-07,Atxn2,,7.934343765025042e-07
8515,Oxnad1,,8.008799681112151e-07,Oxnad1,,8.008799681112151e-07
8516,Tmem209,,8.043947475271839e-07,Tmem209,,8.043947475271839e-07
8517,Shisa7,,8.328353559722731e-07,Shisa7,,8.328353559722731e-07
8518,Cops5,,8.099159779147197e-07,Cops5,,8.099159779147197e-07
8519,Gm8113,,8.263558238496882e-07,Gm8113,,8.263558238496882e-07
8520,Cwc27,,8.220869621897811e-07,Cwc27,,8.220869621897811e-07
8521,Aph1b,,8.27352640321185e-07,Aph1b,,8.27352640321185e-07
8522,Stip1,,8.291909328509248e-07,Stip1,,8.291909328509248e-07
8523,Atp13a1,,8.305649677744132e-07,Atp13a1,,8.305649677744132e-07
8524,Elmod2,,8.340831691961773e-07,Elmod2,,8.340831691961773e-07
8525,Gm42555,,8.651803969762116e-07,Gm42555,,8.651803969762116e-07
8526,Itm2a,,8.485491645839894e-07,Itm2a,,8.485491645839894e-07
8527,Pars2,,8.505501789129728e-07,Pars2,,8.505501789129728e-07
8528,Vwa8,,8.505501789129728e-07,Vwa8,,8.505501789129728e-07
8529,Gm42835,,8.732900702340374e-07,Gm42835,,8.732900702340374e-07
8530,Ubqln4,,8.600621637786823e-07,Ubqln4,,8.600621637786823e-07
8531,Lnpep,,8.67167401319951e-07,Lnpep,,8.67167401319951e-07
8532,Map3k4,,8.770573537687898e-07,Map3k4,,8.770573537687898e-07
8533,Gm26632,,9.050435954183387e-07,Gm26632,,9.050435954183387e-07
8534,Abcf3,,8.890546056196436e-07,Abcf3,,8.890546056196436e-07
8535,Zbtb6,,8.905249660719522e-07,Zbtb6,,8.905249660719522e-07
8536,Leng8,,8.917459368655261e-07,Leng8,,8.917459368655261e-07
8537,Pdk3,,8.9477465766263e-07,Pdk3,,8.9477465766263e-07
8538,Zfp950,,8.978300913436112e-07,Zfp950,,8.978300913436112e-07
8539,Gm37065,,9.2461445269741e-07,Gm37065,,9.2461445269741e-07
8540,Rab13,,9.001462879661008e-07,Rab13,,9.001462879661008e-07
8541,Rsad2,,9.197456683794492e-07,Rsad2,,9.197456683794492e-07
8542,Tatdn1,,9.10629612344375e-07,Tatdn1,,9.10629612344375e-07
8543,Cacnb1,,9.19419871643147e-07,Cacnb1,,9.19419871643147e-07
8544,Ankrd17,,9.261264426841459e-07,Ankrd17,,9.261264426841459e-07
8545,Zfp467,,9.28316168288903e-07,Zfp467,,9.28316168288903e-07
8546,Nup37,,9.292231115803338e-07,Nup37,,9.292231115803338e-07
8547,Pou3f3,,9.428716687487645e-07,Pou3f3,,9.428716687487645e-07
8548,Rhoh,,9.722231591211749e-07,Rhoh,,9.722231591211749e-07
8549,Pla2g2d,,9.77295331759131e-07,Pla2g2d,,9.77295331759131e-07
8550,Dlx1,,9.626956887825491e-07,Dlx1,,9.626956887825491e-07
8551,Dpy19l3,,9.586193783226958e-07,Dpy19l3,,9.586193783226958e-07
8552,Crebl2,,9.730163220705083e-07,Crebl2,,9.730163220705083e-07
8553,Vpreb3,,1.0056130654396588e-06,Vpreb3,,1.0056130654396588e-06
8554,A330048O09Rik,,1.0047671278588012e-06,A330048O09Rik,,1.0047671278588012e-06
8555,S100a3,,9.913441234234521e-07,S100a3,,9.913441234234521e-07
8556,Apba3,,9.913441234234521e-07,Apba3,,9.913441234234521e-07
8557,Wdr66,,1.0248204193069569e-06,Wdr66,,1.0248204193069569e-06
8558,Nap1l5,,1.0121862339072436e-06,Nap1l5,,1.0121862339072436e-06
8559,Slc35d1,,1.0033339865218517e-06,Slc35d1,,1.0033339865218517e-06
8560,Aoc1,,1.0379239038607359e-06,Aoc1,,1.0379239038607359e-06
8561,Itgb3bp,,1.0143755205815753e-06,Itgb3bp,,1.0143755205815753e-06
8562,Camta1,,1.0213297145575957e-06,Camta1,,1.0213297145575957e-06
8563,Ubxn8,,1.036458340484346e-06,Ubxn8,,1.036458340484346e-06
8564,Crygc,,1.0813485144689625e-06,Crygc,,1.0813485144689625e-06
8565,Bbs9,,1.0773782008933178e-06,Bbs9,,1.0773782008933178e-06
8566,Ltbp4,,1.0743957752346443e-06,Ltbp4,,1.0743957752346443e-06
8567,Asb7,,1.0853585503824424e-06,Asb7,,1.0853585503824424e-06
8568,Ephx2,,1.092130999648566e-06,Ephx2,,1.092130999648566e-06
8569,Nek3,,1.0957642496231136e-06,Nek3,,1.0957642496231136e-06
8570,Gamt,,1.092130999648566e-06,Gamt,,1.092130999648566e-06
8571,Ror2,,1.0957642496231136e-06,Ror2,,1.0957642496231136e-06
8572,Pycr2,,1.0996579446523394e-06,Pycr2,,1.0996579446523394e-06
8573,Acot6,,1.1146159183241545e-06,Acot6,,1.1146159183241545e-06
8574,Vwa1,,1.1147818443965608e-06,Vwa1,,1.1147818443965608e-06
8575,Ing1,,1.1253570968556073e-06,Ing1,,1.1253570968556073e-06
8576,Snrnp35,,1.1323743339363072e-06,Snrnp35,,1.1323743339363072e-06
8577,Dis3l2,,1.1405508147437106e-06,Dis3l2,,1.1405508147437106e-06
8578,Upf3a,,1.144859279986884e-06,Upf3a,,1.144859279986884e-06
8579,BC051142,,1.184393093543992e-06,BC051142,,1.184393093543992e-06
8580,Cchcr1,,1.168975305082801e-06,Cchcr1,,1.168975305082801e-06
8581,Aplp2,,1.171913693190712e-06,Aplp2,,1.171913693190712e-06
8582,Polr3h,,1.1715911420725397e-06,Polr3h,,1.1715911420725397e-06
8583,Dnmt1,,1.1787015542026926e-06,Dnmt1,,1.1787015542026926e-06
8584,Guca2a,,1.2177343200678543e-06,Guca2a,,1.2177343200678543e-06
8585,Cbr2,,1.181961628981411e-06,Cbr2,,1.181961628981411e-06
8586,Baiap2,,1.1853954816627746e-06,Baiap2,,1.1853954816627746e-06
8587,Rprd2,,1.1954559051939081e-06,Rprd2,,1.1954559051939081e-06
8588,Kcnh3,,1.2369399498868595e-06,Kcnh3,,1.2369399498868595e-06
8589,Ndor1,,1.2307973273992107e-06,Ndor1,,1.2307973273992107e-06
8590,Ambp,,1.2689338746016482e-06,Ambp,,1.2689338746016482e-06
